O*NET-SOC Code,Title,Element ID,Element Name,Importance,Importance_SE,Importance_LowerCI,Importance_UpperCI,Level,Level_SE,Level_LowerCI,Level_UpperCI,SkillScore
47-5032.00,"Explosives Workers, Ordnance Handling Experts, and Blasters",2.A.1.f,Science,1.88,0.125,1.63,2.12,1.38,0.2631,0.8594,1.8906,7.4
47-5032.00,"Explosives Workers, Ordnance Handling Experts, and Blasters",2.A.2.a,Critical Thinking,3.62,0.183,3.2664,3.9836,3.5,0.189,3.1296,3.8704,36.2
47-5032.00,"Explosives Workers, Ordnance Handling Experts, and Blasters",2.A.2.b,Active Learning,3.12,0.295,2.5467,3.7033,3.12,0.295,2.5467,3.7033,27.8
47-5032.00,"Explosives Workers, Ordnance Handling Experts, and Blasters",2.A.2.c,Learning Strategies,3.0,0.3273,2.3584,3.6416,2.88,0.125,2.63,3.12,24.7
47-5032.00,"Explosives Workers, Ordnance Handling Experts, and Blasters",2.A.2.d,Monitoring,3.75,0.1637,3.4292,4.0708,3.62,0.183,3.2664,3.9836,38.8
47-5041.00,Continuous Mining Machine Operators,2.A.1.a,Reading Comprehension,2.75,0.1637,2.4292,3.0708,2.25,0.1637,1.9292,2.5708,17.7
47-5041.00,Continuous Mining Machine Operators,2.A.1.b,Active Listening,3.0,0.0,3.0,3.0,2.88,0.125,2.63,3.12,24.7
47-5041.00,Continuous Mining Machine Operators,2.A.1.c,Writing,2.12,0.125,1.88,2.37,2.0,0.189,1.6296,2.3704,12.1
47-5041.00,Continuous Mining Machine Operators,2.A.1.d,Speaking,3.0,0.0,3.0,3.0,2.25,0.1637,1.9292,2.5708,19.3
47-5041.00,Continuous Mining Machine Operators,2.A.1.e,Mathematics,2.0,0.0,2.0,2.0,1.38,0.183,1.0164,1.7336,7.9
47-5041.00,Continuous Mining Machine Operators,2.A.1.f,Science,1.38,0.2631,1.0,1.8906,0.62,0.4978,0.0,1.6006,2.4
47-5041.00,Continuous Mining Machine Operators,2.A.2.a,Critical Thinking,3.25,0.1637,2.9292,3.5708,3.12,0.125,2.88,3.37,29.0
47-5041.00,Continuous Mining Machine Operators,2.A.2.b,Active Learning,2.75,0.1637,2.4292,3.0708,2.5,0.189,2.1296,2.8704,19.6
47-5041.00,Continuous Mining Machine Operators,2.A.2.c,Learning Strategies,2.38,0.183,2.0164,2.7336,2.5,0.189,2.1296,2.8704,17.0
47-5041.00,Continuous Mining Machine Operators,2.A.2.d,Monitoring,3.0,0.189,2.6296,3.3704,3.0,0.189,2.6296,3.3704,25.7
47-5043.00,"Roof Bolters, Mining",2.A.1.a,Reading Comprehension,2.38,0.183,2.0164,2.7336,2.25,0.1637,1.9292,2.5708,15.3
47-5043.00,"Roof Bolters, Mining",2.A.1.b,Active Listening,3.12,0.125,2.88,3.37,2.88,0.125,2.63,3.12,25.7
47-5043.00,"Roof Bolters, Mining",2.A.1.c,Writing,2.12,0.125,1.88,2.37,2.25,0.1637,1.9292,2.5708,13.6
47-5043.00,"Roof Bolters, Mining",2.A.1.d,Speaking,3.0,0.0,3.0,3.0,2.25,0.1637,1.9292,2.5708,19.3
47-5043.00,"Roof Bolters, Mining",2.A.1.e,Mathematics,2.12,0.125,1.88,2.37,1.75,0.1637,1.4292,2.0708,10.6
47-5043.00,"Roof Bolters, Mining",2.A.1.f,Science,1.5,0.2673,1.0,2.0238,0.75,0.4119,0.0,1.5573,3.2
47-5043.00,"Roof Bolters, Mining",2.A.2.a,Critical Thinking,3.38,0.183,3.0164,3.7336,3.0,0.0,3.0,3.0,29.0
47-5043.00,"Roof Bolters, Mining",2.A.2.b,Active Learning,2.88,0.125,2.63,3.12,2.88,0.125,2.63,3.12,23.7
47-5043.00,"Roof Bolters, Mining",2.A.2.c,Learning Strategies,2.25,0.1637,1.9292,2.5708,2.5,0.189,2.1296,2.8704,16.1
47-5043.00,"Roof Bolters, Mining",2.A.2.d,Monitoring,3.25,0.1637,2.9292,3.5708,3.12,0.125,2.88,3.37,29.0
47-5044.00,"Loading and Moving Machine Operators, Underground Mining",2.A.1.a,Reading Comprehension,2.88,0.125,2.63,3.12,2.62,0.183,2.2664,2.9836,21.6
47-5044.00,"Loading and Moving Machine Operators, Underground Mining",2.A.1.b,Active Listening,3.0,0.0,3.0,3.0,2.88,0.125,2.63,3.12,24.7
47-5044.00,"Loading and Moving Machine Operators, Underground Mining",2.A.1.c,Writing,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,11.4
47-5044.00,"Loading and Moving Machine Operators, Underground Mining",2.A.1.d,Speaking,3.0,0.0,3.0,3.0,2.88,0.125,2.63,3.12,24.7
47-5044.00,"Loading and Moving Machine Operators, Underground Mining",2.A.1.e,Mathematics,2.0,0.0,2.0,2.0,1.25,0.1637,0.9292,1.5708,7.1
47-5044.00,"Loading and Moving Machine Operators, Underground Mining",2.A.1.f,Science,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
47-5044.00,"Loading and Moving Machine Operators, Underground Mining",2.A.2.a,Critical Thinking,3.0,0.0,3.0,3.0,2.75,0.1637,2.4292,3.0708,23.6
47-5044.00,"Loading and Moving Machine Operators, Underground Mining",2.A.2.b,Active Learning,2.12,0.125,1.88,2.37,2.0,0.189,1.6296,2.3704,12.1
47-5044.00,"Loading and Moving Machine Operators, Underground Mining",2.A.2.c,Learning Strategies,2.12,0.125,1.88,2.37,1.5,0.189,1.1296,1.8704,9.1
47-5044.00,"Loading and Moving Machine Operators, Underground Mining",2.A.2.d,Monitoring,2.88,0.125,2.63,3.12,2.62,0.183,2.2664,2.9836,21.6
47-5051.00,"Rock Splitters, Quarry",2.A.1.a,Reading Comprehension,2.75,0.1637,2.4292,3.0708,2.38,0.183,2.0164,2.7336,18.7
47-5051.00,"Rock Splitters, Quarry",2.A.1.b,Active Listening,3.0,0.189,2.6296,3.3704,2.62,0.2631,2.1094,3.1406,22.5
47-5051.00,"Rock Splitters, Quarry",2.A.1.c,Writing,2.12,0.2266,1.6809,2.5691,2.12,0.3504,1.4383,2.8117,12.8
47-5051.00,"Rock Splitters, Quarry",2.A.1.d,Speaking,2.62,0.183,2.2664,2.9836,2.62,0.3239,1.9902,3.2598,19.6
47-5051.00,"Rock Splitters, Quarry",2.A.1.e,Mathematics,1.88,0.2266,1.4309,2.3191,1.5,0.378,0.7592,2.2408,8.1
47-5051.00,"Rock Splitters, Quarry",2.A.1.f,Science,1.12,0.125,1.0,1.37,0.12,0.125,0.0,0.37,0.4
47-5051.00,"Rock Splitters, Quarry",2.A.2.a,Critical Thinking,2.75,0.1637,2.4292,3.0708,2.62,0.2631,2.1094,3.1406,20.6
47-5051.00,"Rock Splitters, Quarry",2.A.2.b,Active Learning,2.12,0.2266,1.6809,2.5691,2.12,0.3504,1.4383,2.8117,12.8
47-5051.00,"Rock Splitters, Quarry",2.A.2.c,Learning Strategies,2.0,0.189,1.6296,2.3704,2.0,0.3273,1.3584,2.6416,11.4
47-5051.00,"Rock Splitters, Quarry",2.A.2.d,Monitoring,2.88,0.125,2.63,3.12,2.5,0.189,2.1296,2.8704,20.6
47-5071.00,"Roustabouts, Oil and Gas",2.A.1.a,Reading Comprehension,2.12,0.125,1.88,2.37,2.12,0.125,1.88,2.37,12.8
47-5071.00,"Roustabouts, Oil and Gas",2.A.1.b,Active Listening,2.88,0.2266,2.4309,3.3191,2.5,0.189,2.1296,2.8704,20.6
47-5071.00,"Roustabouts, Oil and Gas",2.A.1.c,Writing,2.12,0.125,1.88,2.37,1.88,0.125,1.63,2.12,11.4
47-5071.00,"Roustabouts, Oil and Gas",2.A.1.d,Speaking,2.75,0.1637,2.4292,3.0708,2.0,0.0,2.0,2.0,15.7
47-5071.00,"Roustabouts, Oil and Gas",2.A.1.e,Mathematics,2.0,0.0,2.0,2.0,1.5,0.189,1.1296,1.8704,8.6
47-5071.00,"Roustabouts, Oil and Gas",2.A.1.f,Science,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
47-5071.00,"Roustabouts, Oil and Gas",2.A.2.a,Critical Thinking,3.12,0.125,2.88,3.37,2.25,0.1637,1.9292,2.5708,20.1
47-5071.00,"Roustabouts, Oil and Gas",2.A.2.b,Active Learning,2.5,0.189,2.1296,2.8704,2.12,0.125,1.88,2.37,15.1
47-5071.00,"Roustabouts, Oil and Gas",2.A.2.c,Learning Strategies,2.25,0.1637,1.9292,2.5708,2.0,0.0,2.0,2.0,12.9
47-5071.00,"Roustabouts, Oil and Gas",2.A.2.d,Monitoring,3.0,0.189,2.6296,3.3704,2.5,0.189,2.1296,2.8704,21.4
47-5081.00,Helpers--Extraction Workers,2.A.1.a,Reading Comprehension,2.75,0.1637,2.4292,3.0708,2.5,0.189,2.1296,2.8704,19.6
47-5081.00,Helpers--Extraction Workers,2.A.1.b,Active Listening,3.0,0.189,2.6296,3.3704,2.62,0.183,2.2664,2.9836,22.5
47-5081.00,Helpers--Extraction Workers,2.A.1.c,Writing,2.38,0.183,2.0164,2.7336,2.25,0.1637,1.9292,2.5708,15.3
47-5081.00,Helpers--Extraction Workers,2.A.1.d,Speaking,2.88,0.125,2.63,3.12,2.38,0.183,2.0164,2.7336,19.6
47-5081.00,Helpers--Extraction Workers,2.A.1.e,Mathematics,2.5,0.189,2.1296,2.8704,2.25,0.1637,1.9292,2.5708,16.1
47-5081.00,Helpers--Extraction Workers,2.A.1.f,Science,1.38,0.183,1.0164,1.7336,0.5,0.2673,0.0,1.0238,2.0
47-5081.00,Helpers--Extraction Workers,2.A.2.a,Critical Thinking,3.12,0.125,2.88,3.37,2.88,0.125,2.63,3.12,25.7
47-5081.00,Helpers--Extraction Workers,2.A.2.b,Active Learning,2.88,0.125,2.63,3.12,2.62,0.183,2.2664,2.9836,21.6
47-5081.00,Helpers--Extraction Workers,2.A.2.c,Learning Strategies,2.62,0.183,2.2664,2.9836,2.25,0.1637,1.9292,2.5708,16.8
47-5081.00,Helpers--Extraction Workers,2.A.2.d,Monitoring,3.75,0.1637,3.4292,4.0708,3.12,0.125,2.88,3.37,33.4
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",2.A.1.a,Reading Comprehension,3.62,0.183,3.2664,3.9836,4.0,0.0,4.0,4.0,41.4
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",2.A.1.b,Active Listening,3.62,0.183,3.2664,3.9836,3.75,0.1637,3.4292,4.0708,38.8
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",2.A.1.c,Writing,3.0,0.0,3.0,3.0,3.5,0.189,3.1296,3.8704,30.0
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",2.A.1.d,Speaking,3.75,0.1637,3.4292,4.0708,3.88,0.125,3.63,4.12,41.6
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",2.A.1.e,Mathematics,2.88,0.125,2.63,3.12,3.12,0.125,2.88,3.37,25.7
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",2.A.1.f,Science,1.75,0.1637,1.4292,2.0708,1.38,0.3239,0.7402,2.0098,6.9
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",2.A.2.a,Critical Thinking,3.75,0.1637,3.4292,4.0708,3.88,0.125,3.63,4.12,41.6
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",2.A.2.b,Active Learning,3.25,0.1637,2.9292,3.5708,3.75,0.1637,3.4292,4.0708,34.8
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",2.A.2.c,Learning Strategies,3.12,0.125,2.88,3.37,3.75,0.1637,3.4292,4.0708,33.4
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",2.A.2.d,Monitoring,4.0,0.0,4.0,4.0,4.0,0.0,4.0,4.0,45.7
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",2.A.1.a,Reading Comprehension,3.12,0.125,2.88,3.37,3.12,0.125,2.88,3.37,27.8
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",2.A.1.b,Active Listening,3.62,0.183,3.2664,3.9836,3.0,0.0,3.0,3.0,31.0
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",2.A.1.c,Writing,3.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,25.7
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",2.A.1.d,Speaking,3.25,0.1637,2.9292,3.5708,3.0,0.0,3.0,3.0,27.9
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",2.A.1.e,Mathematics,1.88,0.125,1.63,2.12,1.75,0.25,1.26,2.24,9.4
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",2.A.1.f,Science,1.88,0.125,1.63,2.12,1.62,0.2631,1.1094,2.1406,8.7
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",2.A.2.a,Critical Thinking,3.5,0.189,3.1296,3.8704,3.12,0.125,2.88,3.37,31.2
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",2.A.2.b,Active Learning,3.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,25.7
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",2.A.2.c,Learning Strategies,2.62,0.183,2.2664,2.9836,2.62,0.183,2.2664,2.9836,19.6
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",2.A.2.d,Monitoring,3.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,25.7
49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",2.A.1.a,Reading Comprehension,3.25,0.1637,2.9292,3.5708,3.12,0.125,2.88,3.37,29.0
49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",2.A.1.b,Active Listening,3.25,0.1637,2.9292,3.5708,3.12,0.125,2.88,3.37,29.0
49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",2.A.1.c,Writing,3.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,25.7
49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",2.A.1.d,Speaking,3.25,0.1637,2.9292,3.5708,3.0,0.0,3.0,3.0,27.9
49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",2.A.1.e,Mathematics,2.75,0.1637,2.4292,3.0708,2.88,0.125,2.63,3.12,22.6
49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",2.A.1.f,Science,1.75,0.25,1.26,2.24,1.0,0.378,0.2592,1.7408,5.0
49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",2.A.2.a,Critical Thinking,3.25,0.1637,2.9292,3.5708,3.12,0.125,2.88,3.37,29.0
49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",2.A.2.b,Active Learning,3.0,0.189,2.6296,3.3704,2.88,0.125,2.63,3.12,24.7
49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",2.A.2.c,Learning Strategies,2.62,0.183,2.2664,2.9836,2.5,0.189,2.1296,2.8704,18.7
49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",2.A.2.d,Monitoring,3.12,0.125,2.88,3.37,3.12,0.125,2.88,3.37,27.8
49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",2.A.1.a,Reading Comprehension,3.5,0.189,3.1296,3.8704,3.75,0.1637,3.4292,4.0708,37.5
49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",2.A.1.b,Active Listening,3.5,0.189,3.1296,3.8704,3.38,0.183,3.0164,3.7336,33.8
49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",2.A.1.c,Writing,2.88,0.125,2.63,3.12,3.0,0.0,3.0,3.0,24.7
49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",2.A.1.d,Speaking,3.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,25.7
49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",2.A.1.e,Mathematics,2.12,0.125,1.88,2.37,2.12,0.125,1.88,2.37,12.8
49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",2.A.1.f,Science,1.88,0.125,1.63,2.12,1.75,0.25,1.26,2.24,9.4
49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",2.A.2.a,Critical Thinking,3.75,0.1637,3.4292,4.0708,3.75,0.1637,3.4292,4.0708,40.2
49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",2.A.2.b,Active Learning,3.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,25.7
49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",2.A.2.c,Learning Strategies,2.75,0.1637,2.4292,3.0708,2.88,0.125,2.63,3.12,22.6
49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",2.A.2.d,Monitoring,3.5,0.189,3.1296,3.8704,3.5,0.189,3.1296,3.8704,35.0
49-2091.00,Avionics Technicians,2.A.1.a,Reading Comprehension,3.25,0.1637,2.9292,3.5708,3.5,0.189,3.1296,3.8704,32.5
49-2091.00,Avionics Technicians,2.A.1.b,Active Listening,3.38,0.183,3.0164,3.7336,3.25,0.1637,2.9292,3.5708,31.4
49-2091.00,Avionics Technicians,2.A.1.c,Writing,3.25,0.1637,2.9292,3.5708,3.12,0.125,2.88,3.37,29.0
49-2091.00,Avionics Technicians,2.A.1.d,Speaking,3.38,0.183,3.0164,3.7336,3.0,0.0,3.0,3.0,29.0
49-2091.00,Avionics Technicians,2.A.1.e,Mathematics,2.12,0.125,1.88,2.37,2.12,0.125,1.88,2.37,12.8
49-2091.00,Avionics Technicians,2.A.1.f,Science,2.88,0.2266,2.4309,3.3191,2.88,0.2266,2.4309,3.3191,23.7
49-2091.00,Avionics Technicians,2.A.2.a,Critical Thinking,3.75,0.1637,3.4292,4.0708,3.75,0.1637,3.4292,4.0708,40.2
49-2091.00,Avionics Technicians,2.A.2.b,Active Learning,3.0,0.0,3.0,3.0,3.12,0.125,2.88,3.37,26.7
49-2091.00,Avionics Technicians,2.A.2.c,Learning Strategies,2.62,0.183,2.2664,2.9836,2.62,0.183,2.2664,2.9836,19.6
49-2091.00,Avionics Technicians,2.A.2.d,Monitoring,3.12,0.125,2.88,3.37,3.25,0.1637,2.9292,3.5708,29.0
49-2092.00,"Electric Motor, Power Tool, and Related Repairers",2.A.1.a,Reading Comprehension,3.0,0.189,2.6296,3.3704,3.0,0.0,3.0,3.0,25.7
49-2092.00,"Electric Motor, Power Tool, and Related Repairers",2.A.1.b,Active Listening,3.12,0.125,2.88,3.37,3.0,0.0,3.0,3.0,26.7
49-2092.00,"Electric Motor, Power Tool, and Related Repairers",2.A.1.c,Writing,2.88,0.125,2.63,3.12,2.75,0.1637,2.4292,3.0708,22.6
49-2092.00,"Electric Motor, Power Tool, and Related Repairers",2.A.1.d,Speaking,3.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,25.7
49-2092.00,"Electric Motor, Power Tool, and Related Repairers",2.A.1.e,Mathematics,2.62,0.183,2.2664,2.9836,2.75,0.1637,2.4292,3.0708,20.6
49-2092.00,"Electric Motor, Power Tool, and Related Repairers",2.A.1.f,Science,2.12,0.125,1.88,2.37,2.12,0.125,1.88,2.37,12.8
49-2092.00,"Electric Motor, Power Tool, and Related Repairers",2.A.2.a,Critical Thinking,3.75,0.1637,3.4292,4.0708,3.38,0.183,3.0164,3.7336,36.2
49-2092.00,"Electric Motor, Power Tool, and Related Repairers",2.A.2.b,Active Learning,2.88,0.125,2.63,3.12,3.12,0.125,2.88,3.37,25.7
49-2092.00,"Electric Motor, Power Tool, and Related Repairers",2.A.2.c,Learning Strategies,2.75,0.1637,2.4292,3.0708,2.75,0.1637,2.4292,3.0708,21.6
49-2092.00,"Electric Motor, Power Tool, and Related Repairers",2.A.2.d,Monitoring,2.88,0.125,2.63,3.12,3.12,0.125,2.88,3.37,25.7
49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",2.A.1.a,Reading Comprehension,3.12,0.125,2.88,3.37,3.12,0.125,2.88,3.37,27.8
49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",2.A.1.b,Active Listening,3.38,0.183,3.0164,3.7336,3.0,0.0,3.0,3.0,29.0
49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",2.A.1.c,Writing,3.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,25.7
49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",2.A.1.d,Speaking,3.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,25.7
49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",2.A.1.e,Mathematics,2.12,0.125,1.88,2.37,2.25,0.1637,1.9292,2.5708,13.6
49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",2.A.1.f,Science,2.12,0.125,1.88,2.37,2.25,0.1637,1.9292,2.5708,13.6
49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",2.A.2.a,Critical Thinking,3.62,0.183,3.2664,3.9836,3.0,0.0,3.0,3.0,31.0
49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",2.A.2.b,Active Learning,2.25,0.1637,1.9292,2.5708,2.38,0.183,2.0164,2.7336,15.3
49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",2.A.2.c,Learning Strategies,2.12,0.125,1.88,2.37,2.25,0.1637,1.9292,2.5708,13.6
49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",2.A.2.d,Monitoring,3.12,0.125,2.88,3.37,3.0,0.0,3.0,3.0,26.7
49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",2.A.1.a,Reading Comprehension,3.12,0.125,2.88,3.37,4.0,0.0,4.0,4.0,35.7
49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",2.A.1.b,Active Listening,3.12,0.125,2.88,3.37,3.62,0.183,3.2664,3.9836,32.3
49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",2.A.1.c,Writing,3.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,25.7
49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",2.A.1.d,Speaking,3.12,0.125,2.88,3.37,3.12,0.125,2.88,3.37,27.8
49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",2.A.1.e,Mathematics,2.75,0.1637,2.4292,3.0708,2.88,0.125,2.63,3.12,22.6
49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",2.A.1.f,Science,2.75,0.25,2.26,3.24,2.75,0.25,2.26,3.24,21.6
49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",2.A.2.a,Critical Thinking,3.75,0.1637,3.4292,4.0708,3.75,0.1637,3.4292,4.0708,40.2
49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",2.A.2.b,Active Learning,3.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,25.7
49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",2.A.2.c,Learning Strategies,2.88,0.125,2.63,3.12,3.0,0.0,3.0,3.0,24.7
49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",2.A.2.d,Monitoring,3.12,0.125,2.88,3.37,3.12,0.125,2.88,3.37,27.8
49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",2.A.1.a,Reading Comprehension,3.38,0.183,3.0164,3.7336,3.5,0.189,3.1296,3.8704,33.8
49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",2.A.1.b,Active Listening,3.12,0.125,2.88,3.37,3.12,0.125,2.88,3.37,27.8
49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",2.A.1.c,Writing,2.88,0.125,2.63,3.12,3.0,0.0,3.0,3.0,24.7
49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",2.A.1.d,Speaking,3.12,0.125,2.88,3.37,2.88,0.125,2.63,3.12,25.7
49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",2.A.1.e,Mathematics,2.25,0.1637,1.9292,2.5708,2.38,0.183,2.0164,2.7336,15.3
49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",2.A.1.f,Science,2.62,0.2631,2.1094,3.1406,2.38,0.375,1.64,3.11,17.8
49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",2.A.2.a,Critical Thinking,3.75,0.1637,3.4292,4.0708,3.38,0.183,3.0164,3.7336,36.2
49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",2.A.2.b,Active Learning,2.88,0.125,2.63,3.12,3.0,0.0,3.0,3.0,24.7
49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",2.A.2.c,Learning Strategies,2.25,0.1637,1.9292,2.5708,2.25,0.1637,1.9292,2.5708,14.5
49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",2.A.2.d,Monitoring,3.0,0.189,2.6296,3.3704,3.0,0.0,3.0,3.0,25.7
49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles",2.A.1.a,Reading Comprehension,3.12,0.125,2.88,3.37,3.12,0.125,2.88,3.37,27.8
49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles",2.A.1.b,Active Listening,3.38,0.183,3.0164,3.7336,3.0,0.0,3.0,3.0,29.0
49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles",2.A.1.c,Writing,2.88,0.125,2.63,3.12,2.88,0.125,2.63,3.12,23.7
49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles",2.A.1.d,Speaking,3.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,25.7
49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles",2.A.1.e,Mathematics,2.25,0.1637,1.9292,2.5708,2.25,0.1637,1.9292,2.5708,14.5
49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles",2.A.1.f,Science,1.88,0.2266,1.4309,2.3191,1.5,0.3273,0.8584,2.1416,8.1
49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles",2.A.2.a,Critical Thinking,3.5,0.189,3.1296,3.8704,3.12,0.125,2.88,3.37,31.2
49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles",2.A.2.b,Active Learning,2.75,0.1637,2.4292,3.0708,2.38,0.183,2.0164,2.7336,18.7
49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles",2.A.2.c,Learning Strategies,2.5,0.189,2.1296,2.8704,2.25,0.1637,1.9292,2.5708,16.1
49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles",2.A.2.d,Monitoring,2.88,0.125,2.63,3.12,2.88,0.125,2.63,3.12,23.7
49-2097.00,Audiovisual Equipment Installers and Repairers,2.A.1.a,Reading Comprehension,3.12,0.125,2.88,3.37,3.25,0.1637,2.9292,3.5708,29.0
49-2097.00,Audiovisual Equipment Installers and Repairers,2.A.1.b,Active Listening,3.12,0.125,2.88,3.37,3.25,0.1637,2.9292,3.5708,29.0
49-2097.00,Audiovisual Equipment Installers and Repairers,2.A.1.c,Writing,2.75,0.1637,2.4292,3.0708,2.75,0.1637,2.4292,3.0708,21.6
49-2097.00,Audiovisual Equipment Installers and Repairers,2.A.1.d,Speaking,3.38,0.183,3.0164,3.7336,3.12,0.125,2.88,3.37,30.1
49-2097.00,Audiovisual Equipment Installers and Repairers,2.A.1.e,Mathematics,2.25,0.1637,1.9292,2.5708,2.25,0.1637,1.9292,2.5708,14.5
49-2097.00,Audiovisual Equipment Installers and Repairers,2.A.1.f,Science,1.75,0.1637,1.4292,2.0708,1.38,0.3239,0.7402,2.0098,6.9
